,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
2064,8655,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,PECAN BUNCHES",399,7.0,82.0,5.2,21.9,19.0,483.0,3.4000000000000004
2071,8662,"CEREALS RTE,POST,HONEY BUNCHES OF OATS,W/ REAL STRAWBERRIES",399,6.7,83.3,5.4,24.0,26.0,410.0,3.1
1778,8010,"CEREALS RTE,QUAKER,CAP'N CRUNCH",398,4.39,85.51,2.5,44.32,11.0,754.0,3.9850000000000003
1972,8481,"CEREALS RTE,MALT-O-MEAL,HONEY GRAHAM SQUARES",398,4.46,74.68,4.4,32.7,367.0,838.0,4.640000000000001
1783,8015,"CEREALS RTE,POST,COCOA PEBBLES",397,4.8,85.7,1.6,35.8,22.0,594.0,3.8000000000000003
1779,8011,"CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES",397,4.45,85.93,2.6,44.2,11.0,725.0,3.71
1980,8495,"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",397,4.15,87.93,1.1,43.15,17.0,534.0,2.83
2062,8652,"CEREALS RTE,KELLOGG'S KRAVE CHOC CRL",397,7.0,76.1,9.9,35.7,61.0,320.0,5.3
2070,8661,"CEREALS RTE,KELLOGG'S CINN JACKS",397,5.9,83.0,9.0,33.9,20.0,451.0,4.58
2067,8658,"CEREALS RTE,KELLOGG'S KRAVE DOUBLE CHOC CRL",397,7.1,75.9,10.6,36.3,67.0,320.0,5.4
2002,8550,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",397,4.44,85.92,2.6,44.31,11.0,724.0,3.708
1930,8347,"CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH",396,4.19,86.55,1.8,41.66,33.0,633.0,2.488
2081,8674,"CEREALS RTE,MALT-O-MEAL,OAT BLENDERS W/ HONEY",396,6.78,84.94,5.0,21.62,23.0,515.0,2.16
1788,8023,"CEREALS RTE,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN",395,9.2,70.3,12.7,28.0,59.0,280.0,11.100000000000001
1881,8192,"CEREALS RTE,POST SELECTS BLUEBERRY MORNING",395,6.5,81.6,4.7,29.2,41.0,341.0,3.5
2046,8629,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S OOPS! ALL BERRIES CRL",395,4.6,87.1,2.6,44.18,11.0,637.0,2.884
1921,8288,"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES TREATS CRL",395,4.3,85.59,0.4,29.6,10.0,567.0,2.09
2100,8693,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,CHERRY PISTACHIO,DRY",394,12.02,66.73,7.1,26.34,132.0,181.0,7.082000000000001
1789,8025,"CEREALS RTE,RALSTON CRISP RICE",394,6.69,86.22,0.7,12.12,5.0,545.0,0.603
2049,8633,"CEREALS RTE,POST,HONEY BUNCHES OF OATS W/ VANILLA BUNCHES",394,7.9,81.8,7.8,20.7,33.0,267.0,3.1
1801,8046,"CEREALS RTE,POST,HONEYCOMB CRL",394,6.01,86.63,3.2,31.51,11.0,553.0,1.8900000000000001
2079,8672,"CEREALS RTE,MALT-O-MEAL,CHOC MARSHMLLW MATEYS",392,3.5,88.18,2.5,55.45,267.0,368.0,3.2
1932,8349,"CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES",391,4.69,85.94,2.2,45.31,313.0,453.0,2.157
1923,8305,"CEREALS RTE,POST,WAFFLE CRISP",390,6.6,83.0,4.4,34.7,24.0,596.0,2.6
2097,8690,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,APPL WALNUT,DRY",390,8.18,70.53,7.0,29.36,57.0,356.0,3.2649999999999997
1884,8202,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,CRUNCHY ALMOND",390,9.89,78.09,8.2,22.89,33.0,212.0,4.2
1978,8493,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",390,4.51,87.3,2.3,44.61,303.0,454.0,1.28
2089,8682,"CEREALS RTE,GENERAL MILLS,MULTI GRAIN CHEERIOS,PNUT BUTTER",390,6.8,82.0,6.0,32.5,357.0,447.0,3.5900000000000003
8630,42297,"CEREALS RTE,POST GREAT GRAINS BANANA NUT CRUNCH",390,9.8,70.9,11.2,17.5,44.0,238.0,4.88
1879,8189,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/ RAISINS",389,8.7,80.9,7.0,28.3,33.0,257.0,3.8899999999999997
1782,8014,"CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES",389,4.6,87.9,1.4,38.6,127.0,424.0,2.4
1775,8002,"CEREALS RTE,POST,ALPHA-BITS",389,10.0,80.3,7.1,21.0,35.0,592.0,2.6
1886,8206,"CEREALS RTE,MALT-O-MEAL,COCO-ROOS",389,3.41,86.75,3.3,48.11,333.0,350.0,3.457
1953,8409,"CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES",389,4.25,90.2,1.2,39.27,3.0,451.0,0.278
8684,43241,"CEREALS RTE,FAMILIA",388,9.5,73.8,8.5,23.2,173.0,8.0,3.916
1977,8491,"CEREALS RTE,MOM'S BEST,HONEY NUT TOASTY O'S",388,8.6,79.84,6.3,30.17,380.0,683.0,1.6
1893,8220,"CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",388,8.42,80.57,9.6,25.65,65.0,234.0,3.518
2083,8676,"CEREALS RTE,MALT-O-MEAL,HONEY NUT SCOOTERS",387,8.59,79.62,6.3,29.97,333.0,695.0,1.7400000000000002
1816,8068,"CEREALS RTE,KELLOGG,KELLOGG'S CORN POPS",387,4.8,89.7,8.4,31.3,7.0,357.0,0.7
2099,8692,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,PEACH ALMOND,DRY",387,10.1,68.61,7.4,24.85,105.0,201.0,6.356
1856,8138,"CEREALS RTE,MALT-O-MEAL,MARSHMLLW MATEYS",387,6.94,82.77,4.9,40.91,333.0,667.0,2.139
2077,8670,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS,MEDLEY CRUNCH",387,9.1,79.5,7.5,29.1,323.0,385.0,3.18
2068,8659,"CEREALS RTE,KELLOGG'S FRSTD FLAKES,CHOCO ZUCARITAS",387,5.1,85.1,1.4,38.1,7.0,515.0,3.2
2090,8683,"CEREALS RTE,CASCADIAN FARM,MULTI-GRAIN SQUARES",387,9.39,83.0,7.5,13.19,0.0,359.0,0.2
1910,8263,"CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS",386,8.3,79.9,7.3,34.2,333.0,390.0,3.89
1916,8273,"CEREALS RTE,GENERAL MILLS,BOO BERRY",386,5.5,85.4,4.2,27.29,303.0,458.0,2.59
2018,8579,"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR CINN TOAST CRUNCH",386,5.09,78.19,11.2,21.39,714.0,565.0,7.5
2096,8689,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,BLUEBERRY HAZELNUT,DRY",386,9.81,69.47,7.7,18.71,64.0,337.0,5.39
1912,8268,"CEREALS RTE,GENERAL MILLS,FRANKENBERRY",386,5.5,85.4,4.2,27.29,303.0,458.0,2.59
1924,8309,"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",385,6.8,87.0,3.4,33.0,22.0,700.0,1.3
1825,8083,"CEREALS RTE,MALT-O-MEAL,CORN BURSTS",385,3.32,90.59,1.9,46.88,5.0,855.0,0.177
2041,8615,"CEREALS RTE,KELLOGG'S CRUNCHY NUT GOLDEN HONEY NUT FLAKES",385,6.7,83.3,2.4,33.5,20.0,442.0,3.4
8685,43245,"CEREALS RTE,WHEAT&BRAN,PRESWEETENED W/NUTS&FRUITS",385,7.1,76.2,9.7,23.6,43.0,245.0,2.7510000000000003
1955,8411,"CEREALS,QUAKER,INST OATMEAL,DINOSAUR EGGS,BROWN SUGAR,DRY",384,8.69,73.68,6.4,28.91,220.0,500.0,4.109999999999999
1822,8078,"CEREALS RTE,GENERAL MILLS,TRIX",384,4.9,86.19,3.9,32.0,313.0,500.0,2.29
1999,8544,"CEREALS RTE,POST GREAT GRAINS CRANBERRY ALMOND CRUNCH",384,8.9,76.6,11.1,25.5,40.0,214.0,3.8
1794,8032,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD RICE KRISPIES",384,4.3,91.3,0.5,40.2,6.0,371.0,0.2
1913,8270,"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA",383,5.4,84.5,5.0,33.09,370.0,488.0,2.89
1914,8271,"CEREALS RTE,GENERAL MILLS,COCOA PUFFS",383,5.6,83.7,5.7,37.2,370.0,564.0,2.7
2023,8586,"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR TRIX",383,5.4,85.5,4.3,25.0,357.0,497.0,2.3
1814,8066,"CEREALS RTE,QUAKER,QUAKER PUFFED RICE",383,7.01,87.78,1.4,0.0,9.0,5.0,0.505
1937,8355,"CEREALS RTE,QUAKER,MOTHER'S COCOA BUMPERS",382,4.21,89.91,2.7,43.12,16.0,452.0,0.63
1935,8353,"CEREALS RTE,QUAKER,MOTHER'S CINN OAT CRUNCH",382,10.6,79.79,8.1,25.37,50.0,275.0,2.31
1826,8084,"CEREALS RTE,WHEAT GERM,TSTD,PLN",382,29.1,49.6,15.1,7.8,45.0,4.0,3.33
2022,8584,"CEREALS RTE,KELLOGG'S SPL K CHOCOLATEY DELIGHT",381,6.5,81.2,10.6,29.9,18.0,582.0,6.5
1802,8047,"CEREALS RTE,QUAKER,KING VITAMAN",381,6.41,83.85,3.4,20.27,10.0,825.0,2.228
1941,8370,"CEREALS RTE,GENERAL MILLS,RICE CRUNCHINS",381,4.76,80.95,4.8,9.52,0.0,238.0,
1988,8509,"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)",381,6.45,86.04,0.7,8.35,5.0,850.0,0.608
1992,8513,"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",381,5.59,84.4,5.3,36.79,357.0,539.0,2.7
1918,8277,"CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA",381,7.9,79.4,5.0,31.89,36.0,497.0,2.99
1919,8284,"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W/ RAISINS",381,9.0,80.1,7.4,27.9,36.0,249.0,3.4000000000000004
1813,8065,"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES",381,6.75,85.05,0.4,9.87,5.0,527.0,1.051
2021,8583,"CEREALS RTE,GENERAL MILLS,FRUITY CHEERIOS",381,5.8,84.19,5.9,32.2,370.0,501.0,2.48
2048,8632,"CEREALS RTE,QUAKER OATMEAL SQUARES,GOLDEN MAPLE",380,11.3,78.04,8.3,16.82,201.0,347.0,2.469
1818,8071,"CEREALS RTE,KELLOGG,KELLOGG'S HONEY SMACKS",380,5.7,88.5,5.0,56.2,14.0,142.0,0.9
1819,8073,"CEREALS RTE,POST,GOLDEN CRISP",380,5.5,90.1,5.0,53.6,15.0,95.0,0.8
2030,8593,"CEREALS RTE,GENERAL MILLS,CHEERIOS,CHOC",380,5.8,83.5,6.2,34.09,370.0,556.0,2.6
1805,8050,"CEREALS RTE,GENERAL MILLS,LUCKY CHARMS",380,7.67,80.89,5.0,36.13,434.0,648.0,2.471
2051,8635,"CEREALS RTE,GENERAL MILLS,COCOA PUFFS,25% RED SUGAR",380,6.5,82.69,6.7,25.79,333.0,528.0,3.2
8746,43495,"CEREALS RTE,OAT BRAN FLAKES,HEALTH VALLEY",380,10.0,78.0,8.0,22.0,80.0,380.0,1.704
1784,8017,"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",380,5.2,84.5,5.1,34.8,385.0,457.0,2.2
1895,8225,"CEREALS,QUAKER,INST OATMEAL,FRUIT & CRM VAR,DRY",379,8.3,75.42,6.0,31.27,307.0,499.0,3.4000000000000004
2082,8675,"CEREALS RTE,MALT-O-MEAL,OAT BLENDERS W/ HONEY & ALMONDS",379,7.8,77.26,6.1,20.26,33.0,453.0,2.87
2005,8560,"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",379,16.79,66.9,15.0,22.2,75.0,268.0,5.4
1936,8354,"CEREALS RTE,QUAKER,MOTHER'S GRAHAM BUMPERS",379,4.55,88.89,2.6,44.33,18.0,758.0,0.6100000000000001
1986,8507,"CEREALS RTE,RALSTON CRISPY HEXAGONS",379,5.94,86.78,1.5,13.79,8.0,517.0,0.456
1970,8476,"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS",379,3.45,89.66,3.4,37.93,14.0,759.0,1.08
1846,8120,"CEREALS,OATS,REG & QUICK,NOT FORT,DRY",379,13.15,67.7,10.1,0.99,52.0,6.0,3.09
1889,8214,"CEREALS RTE,QUAKER,OATMEAL SQUARES",379,11.38,77.77,8.3,16.69,201.0,347.0,2.467
1890,8215,"CEREALS RTE,QUAKER,OATMEAL SQUARES,CINN",379,11.23,78.09,8.7,16.67,210.0,344.0,2.48
1899,8239,"CEREALS RTE,GENERAL MILLS,BERRY BURST CHEERIOS,TRIPLE BERRY",378,8.8,80.5,7.6,27.0,370.0,639.0,2.6
8614,42265,"CEREALS RTE,POST,GREAT GRAINS,RAISIN,DATE & PECAN",378,7.9,74.3,9.3,24.1,39.0,247.0,4.6
1987,8508,"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",378,6.06,86.85,1.4,10.35,10.0,795.0,0.46399999999999997
2069,8660,"CEREALS RTE,KELLOGG'S APPL JACKS W/ MARSHMALLOWS",378,4.3,89.6,7.4,51.1,10.0,381.0,1.9
2052,8637,"CEREALS RTE,GENERAL MILLS,OAT CLUSTER CHEERIOS CRUNCH",378,8.5,80.7,7.0,27.9,296.0,489.0,2.6
1907,8259,"CEREALS RTE,KELLOGG,KELLOGG'S CRISPIX",378,6.59,87.19,1.0,12.8,9.0,660.0,0.4
2078,8671,"CEREALS RTE,GENERAL MILLS,DULCE DE LECHE CHEERIOS",378,6.5,82.0,7.3,20.89,370.0,509.0,2.8899999999999997
1815,8067,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K",377,17.79,73.4,1.4,12.69,23.0,667.0,0.7
1799,8039,"CEREALS RTE,POST,GRAPE-NUTS FLAKES",376,9.4,82.0,10.2,15.2,36.0,470.0,2.0
2092,8685,"CEREALS RTE,QUAKER WHL HEARTS OAT CRL",376,7.63,80.1,9.1,21.53,0.0,554.0,3.528
2112,8706,"CEREALS RTE,KELLOGG SCOOBY-DOO! CRL",376,8.6,84.0,9.8,18.5,22.0,344.0,2.2
1781,8013,"CEREALS RTE,GENERAL MILLS,CHEERIOS",376,12.09,73.23,9.4,4.36,401.0,497.0,3.876
1995,8538,"CEREALS RTE,KASHI,HEART TO HEART,OAT FLAKES & BLUEBRY CLSTRS",376,10.39,80.3,7.4,22.7,43.0,244.0,1.9000000000000001
1917,8274,"CEREALS RTE,GENERAL MILLS,BERRY BERRY KIX",376,6.19,83.9,5.8,21.0,421.0,517.0,2.3
2055,8641,"CEREALS,QUAKER,INST OATMEAL,FRUIT & CRM,RED SUGAR",376,10.16,71.57,8.3,17.66,246.0,559.0,4.395
1800,8045,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS",376,8.85,79.69,7.1,32.89,425.0,566.0,1.633
1942,8376,"CEREALS RTE,KELLOGG,KELLOGG'S MARSHMLLW FROOT LOOPS",376,4.59,89.3,7.4,49.9,9.0,393.0,2.0
1911,8267,"CEREALS RTE,GENERAL MILLS,FRSTD CHEERIOS",376,9.0,79.8,7.5,32.0,370.0,553.0,2.8
1807,8057,"CEREALS RTE,GENERAL MILLS,HONEY NUT CHEX",375,6.3,86.67,3.9,28.1,313.0,600.0,1.0
1792,8030,"CEREALS RTE,KELLOGG,KELLOGG'S FROOT LOOPS",375,5.3,88.0,9.3,41.7,10.0,469.0,2.4
1776,8003,"CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",375,5.1,88.2,9.3,43.7,12.0,466.0,2.5
2113,8707,"CEREALS RTE,KELLOGG'S SPL K CHOC ALMOND",375,7.59,81.5,10.3,27.5,105.0,545.0,3.4799999999999995
2074,8666,"CEREALS RTE,GENERAL MILLS,CINN BURST CHEERIOS",375,6.3,83.2,9.4,28.1,313.0,375.0,3.79
2036,8602,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN",375,7.5,81.2,10.3,24.0,30.0,650.0,3.5
2029,8592,"CEREALS RTE,GENERAL MILLS,CHEERIOS,BANANA NUT",375,5.5,84.69,6.1,33.09,357.0,533.0,1.89
1812,8064,"CEREALS RTE,GENERAL MILLS,RICE CHEX",375,6.4,85.09,2.0,8.0,370.0,809.0,1.1
2024,8587,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K LOFAT GRANOLA",375,13.1,74.8,11.3,18.0,40.0,219.0,2.7
1796,8035,"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS",374,5.3,85.1,5.6,35.0,323.0,772.0,2.0
1901,8243,"CEREALS RTE,GENERAL MILLS,HONEY NUT CLUSTERS",374,7.7,85.2,6.3,24.8,34.0,515.0,0.7
1804,8049,"CEREALS RTE,QUAKER,QUAKER OAT LIFE,PLN",374,9.98,77.74,6.6,19.43,351.0,501.0,2.31
1808,8058,"CEREALS RTE,KELLOGG,KELLOGG'S PRODUCT 19",374,8.5,84.3,2.8,12.5,16.0,727.0,0.6000000000000001
1887,8210,"CEREALS RTE,QUAKER,QUAKER OAT CINN LIFE",374,9.14,79.02,6.3,25.18,387.0,463.0,2.14
2115,8709,"CEREALS RTE,MOM'S BEST,SWTND WHEAT-FULS",373,8.18,80.91,10.0,20.29,36.0,14.0,0.0
2001,8549,"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",373,9.33,78.56,6.3,23.12,366.0,488.0,2.1710000000000003
1823,8081,"CEREALS RTE,POST,HONEY NUT SHREDDED WHEAT",373,8.5,83.6,10.7,20.7,38.0,102.0,1.6
2045,8628,"CEREALS RTE,QUAKER,MAPLE BROWN SUGAR LIFE CRL",373,9.17,78.86,6.3,24.9,349.0,477.0,2.118
1934,8352,"CEREALS RTE,QUAKER,MOTHER'S TSTD OAT BRAN CRL",372,11.45,75.41,8.6,15.57,58.0,653.0,2.54
1903,8245,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,HEARTY RAISIN",372,8.5,80.8,7.5,27.29,32.0,195.0,2.1
1891,8216,"CEREALS RTE,QUAKER,TSTD MULTIGRAIN CRISPS",372,12.38,74.9,10.2,16.34,242.0,365.0,2.49
1827,8085,"CEREALS RTE,SUN COUNTRY,KRETSCHMER HONEY CRUNCH WHEAT GERM",372,26.55,58.11,10.2,21.43,50.0,11.0,2.4000000000000004
2091,8684,"CEREALS RTE,CASCADIAN FARM,HONEY NUT O'S",371,8.3,83.09,8.5,24.79,67.0,572.0,1.9
1952,8402,"CEREALS,QUAKER,QUICK OATS,DRY",371,13.7,68.18,9.4,1.42,47.0,3.0,3.09
8608,42237,"CEREALS RTE,WEETABIX WHL GRAIN CRL",371,11.43,81.5,11.4,5.71,57.0,371.0,0.83
1896,8228,"CEREALS,QUAKER,INST OATMEAL,RAISINS,DATES & WALNUTS,DRY",371,8.82,72.41,6.9,30.85,297.0,516.0,2.973
2063,8653,"CEREALS RTE,KELLOGG'S RICE KRISPIES,GLUTEN FREE",371,7.8,82.4,2.7,3.7,10.0,614.0,1.3
2059,8648,"CEREALS RTE,KASHI SIMPLY MAIZE",371,7.8,83.3,6.1,22.1,,415.0,1.6
1927,8318,"CEREALS RTE,KELLOGG,KELLOGG'S SMART START ANTIOXIDANTS CRL",371,7.5,86.8,5.4,27.79,29.0,398.0,0.4
2110,8704,"CEREALS,KELLOGG'S SPL K NOURISH,MAPLE BROWN SUGAR CRUNCH,DRY",371,15.39,62.09,9.3,22.0,385.0,266.0,6.0
1867,8160,"CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,DRY",371,8.8,79.6,1.6,0.64,2.0,1.0,0.45499999999999996
1962,8451,"CEREALS,QUAKER,QUICK OATS W/ IRON,DRY",371,13.7,68.18,9.4,1.42,47.0,3.0,2.94
1838,8102,"CEREALS,CRM OF WHEAT,REG,10 MINUTE COOKING,DRY",370,10.5,76.5,3.8,0.2,606.0,7.0,0.44299999999999995
1836,8100,"CEREALS,CRM OF RICE,DRY",370,6.3,82.4,0.7,0.3,5.0,6.0,0.29200000000000004
1971,8478,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",370,5.77,89.72,2.6,51.34,11.0,204.0,0.381
1830,8090,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,DRY",370,7.65,79.09,4.6,0.57,4.0,1.0,0.655
1786,8019,"CEREALS RTE,GENERAL MILLS,CORN CHEX",370,6.4,85.0,4.7,11.1,323.0,719.0,1.0
1828,8087,"CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS",370,8.3,81.4,8.7,21.2,345.0,401.0,2.09
2108,8702,"CEREALS,KELLOGG'S SPL K NOURISH,CINN RAISIN PECAN,DRY",370,14.1,61.9,9.2,23.79,385.0,295.0,5.98
1894,8221,"CEREALS,QUAKER,INST GRITS,BUTTER FLAVOR,DRY",369,8.12,74.83,4.7,0.88,413.0,1197.0,3.52
1873,8172,"CEREALS,FARINA,UNENR,DRY",369,10.6,78.0,1.9,,14.0,3.0,0.14
2116,8710,"CEREALS RTE,KELLOGG'S,SPL K GLUTEN FREE,TOUCH OF BROWN SUGAR",369,6.09,86.5,9.3,19.1,163.0,376.0,1.49
1817,8069,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD FLAKES",369,3.96,89.2,2.2,35.43,3.0,468.0,0.716
1851,8128,"CEREALS,OATS,INST,FORT,W/ CINN & SPICE,DRY",369,9.53,76.08,8.0,25.33,234.0,434.0,2.255
1954,8410,"CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY",369,10.39,74.52,8.2,21.14,229.0,416.0,2.383
1976,8489,"CEREALS,MALT-O-MEAL,MAPLE & BROWN SUGAR HOT WHEAT CRL,DRY",368,8.82,80.52,1.8,28.0,318.0,5.0,0.14
1866,8159,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,DRY",368,6.72,79.91,3.9,0.55,4.0,2.0,0.6
