,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
7910,28106,"KEEBLER,ALMOND CRESCENTS COOKIES,HOLIDAY",482,5.1,70.1,1.6,26.0,,407.0,10.899999999999999
7878,28072,"KEEBLER,COUNTRY STYLE OATMEAL COOKIES W/ RAISINS",482,6.5,67.0,3.6,29.9,,362.0,11.9
8011,28208,"MOTHER'S,PNUT BUTTER GAUCHOS COOKIES",482,7.4,65.7,2.7,32.3,,434.0,12.7
7880,28074,"KEEBLER,E.L. FUDGE,BUTTER FLAV COOKIES",482,5.5,70.0,3.4,33.9,,275.0,11.0
5680,18167,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",481,3.6,66.4,5.2,49.58,35.0,326.0,22.009999999999998
5888,18422,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,UNENR",481,5.4,66.8,2.5,,25.0,315.0,19.147
8025,28223,"MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES",481,6.0,63.5,4.6,0.6,,364.0,21.799999999999997
5949,18541,"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",480,9.0,58.48,2.8,32.55,35.0,404.0,15.600000000000001
8017,28214,"MURRAY,LEMON CREME SNDWCH COOKIES",479,4.7,73.7,1.2,37.8,,308.0,10.399999999999999
8078,28276,"MURRAY,SOUTHERN KITCHEN,OATMEAL COOKIES",478,7.1,67.7,4.5,30.9,,325.0,11.2
7838,28030,"GIRL SCOUTS,CHALET COOKIES",478,4.2,72.3,1.5,35.4,,247.0,10.600000000000001
7839,28031,"GIRL SCOUTS,DO-SI-DOS COOKIES",478,8.1,66.0,3.7,31.1,,301.0,12.4
8066,28264,"KEEBLER,OATMEAL COOKIES",478,7.1,67.7,4.5,30.9,,325.0,11.2
5701,18190,"COOKIES,PNUT BUTTER SNDWCH,REG",478,8.8,65.6,1.9,35.44,53.0,368.0,16.186
8075,28273,"MURRAY,VANILLA CREME SNDWCH COOKIES",477,4.9,73.9,1.3,36.9,,317.0,10.1
7934,28130,"KEEBLER,SOFT BATCH,CHOC CHIP COOKIES",477,3.6,66.2,1.7,36.9,,350.0,13.7
5964,18619,"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",476,4.78,70.23,3.2,36.0,24.0,528.0,7.31
8016,28213,"MURRAY,DUPLEX CREME SNDWCH COOKIES",475,4.9,72.6,1.8,37.6,,412.0,10.5
8012,28209,"MOTHER'S,TAFFY SNDWCH COOKIES",475,3.8,69.9,2.3,41.2,,324.0,15.5
7936,28132,"KEEBLER,TSTD COCNT COOKIES",475,3.8,69.9,2.3,41.2,,324.0,15.5
5700,18189,"COOKIES,PNUT BUTTER,PREP FROM RECIPE",475,9.0,58.9,,,39.0,518.0,15.27
8157,28356,"GLUTINO,GLUTEN FREE COOKIES,CHOC VANILLA CREME",474,2.19,76.03,2.5,49.0,19.0,275.0,14.047
8134,28332,"COOKIES,GLUTEN-FREE,CHOC SNDWCH,W/ CREME FILLING",474,2.19,76.03,2.5,49.0,19.0,275.0,14.047
8063,28261,"FAMOUS AMOS,CHOC SNDWCH CREME COOKIES",474,4.3,72.3,2.2,40.4,,420.0,10.8
8074,28272,"MURRAY,CHOC CREME SNDWCH COOKIES",473,4.9,71.3,2.2,38.4,,507.0,11.0
7906,28102,"KEEBLER,GRIPZ,CHIPS DELUXE,CHOC CHIP COOKIES,BITE-SIZE",473,5.3,71.3,2.5,31.4,,385.0,12.600000000000001
5696,18185,"COOKIES,PNUT BUTTER,COMMLY PREP,REG",473,8.92,58.15,2.1,28.58,41.0,463.0,17.551000000000002
5714,18208,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",472,5.9,60.0,1.2,24.86,73.0,491.0,14.879000000000001
7920,28116,"KEEBLER,100 CAL RIGHT BITES,FUDGE SHOPPE,COOKIES 'N CREME",471,4.0,72.2,2.4,39.7,,423.0,14.799999999999999
5694,18183,"COOKIES,OATMEAL,REFR DOUGH,BKD",471,6.0,65.7,2.8,,35.0,327.0,17.067999999999998
8071,28269,"MOTHER'S,OLD FASHIONED OATMEAL COOKIES",470,6.5,71.2,3.0,31.3,,640.0,10.2
7907,28103,"KEEBLER,GRIPZ,CHIPS DELUXE,RAINBOW CHOC CHIP COOKIES,BITE-SI",470,4.7,74.3,1.8,33.5,,383.0,11.1
7912,28108,"KEEBLER,HOLIDAY JINGLES COOKIES",470,5.0,73.9,1.5,28.2,,380.0,9.3
7935,28131,"KEEBLER,SWT CREMES COOKIES",469,4.5,71.0,1.3,32.0,,267.0,12.9
8029,28227,"MURRAY,SUGAR FREE,LEMON CREME SNDWCH COOKIES",469,4.9,68.3,3.3,1.2,,189.0,13.2
8002,28199,"MOTHER'S,ENG TEA SNDWCH COOKIES",469,4.5,71.0,1.3,32.0,,267.0,12.9
7845,28037,"JACKSON'S,OLD FASHIONED LEMON JUMBLE COOKIES",469,5.7,71.7,1.4,31.6,,334.0,10.0
8072,28270,"MOTHER'S,VANILLA SNDWCH COOKIES",469,4.8,68.9,1.3,30.1,,276.0,12.08
8079,28277,"MURRAY,SUGAR FREE,CHOC CHIP COOKIES",469,5.6,63.6,4.8,1.2,,411.0,17.2
5948,18540,"ARCHWAY HOME STYLE COOKIES, OLD FASHIONED WINDMILL COOKIES",468,5.17,72.23,1.8,32.64,36.0,471.0,11.57
7926,28122,"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES",468,5.2,73.9,1.4,25.8,,438.0,10.4
7913,28109,"KEEBLER,ICED OATMEAL COOKIES",467,6.5,69.5,4.1,35.6,,297.0,10.2
8022,28219,"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES",467,6.5,69.5,4.1,35.6,,297.0,10.2
5669,18155,"COOKIES,BUTTER,COMMLY PREP,ENR",467,6.1,68.9,0.8,20.24,29.0,282.0,16.573
8030,28228,"MURRAY,SUGAR FREE,VANILLA CREME SNDWCH COOKIES",467,4.9,70.0,3.4,1.2,,192.0,12.7
5887,18421,"COOKIES,BUTTER,COMMLY PREP,UNENR",467,6.1,68.9,0.8,,29.0,351.0,16.573
8014,28211,"MURRAY,CHOCOLATEY CHIP THINS COOKIES",466,7.1,73.6,2.0,23.2,,439.0,9.8
5668,18154,"COOKIES,BROWNIES,PREP FROM RECIPE",466,6.2,50.2,,,57.0,343.0,18.158
8081,28279,"MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES",465,5.3,65.9,4.5,1.1,,329.0,13.9
5679,18166,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",464,5.21,71.0,2.9,40.67,21.0,388.0,14.927
7869,28062,"KEEBLER,CHIPS DELUXE,SOFT 'N CHEWY CHOC CHIP COOKIES",464,4.2,67.4,2.5,29.9,,349.0,13.1
5711,18204,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",464,5.35,67.34,1.3,27.31,35.0,385.0,14.637
7955,28151,"KEEBLER,TRADITIONS,ICED OATMEAL COOKIES",463,5.4,71.0,2.7,36.3,,493.0,10.0
8077,28275,"MURRAY,OLD FASHIONED GINGERSNAPS COOKIES",463,5.1,73.9,1.3,31.4,,541.0,9.0
8073,28271,"MURRAY,COOKIE JAR CLASSICS,BUTTER COOKIES",463,7.2,74.3,1.9,22.3,,441.0,8.6
8006,28203,"MOTHER'S,ICED OATMEAL COOKIES",463,5.4,71.0,2.7,36.3,,493.0,10.0
7925,28121,"KEEBLER,100 CAL RIGHT BITES,SANDIES SHORTBREAD COOKIES,FUDGE",462,4.1,72.4,13.2,27.0,,253.0,13.899999999999999
5692,18180,"COOKIES,OATMEAL,DRY MIX",462,6.5,67.3,,,25.0,473.0,15.322
8015,28212,"MURRAY,COOKIE JAR CLASSICS,COCNT BARS COOKIES",461,7.1,73.9,2.0,22.6,,488.0,8.7
8010,28207,"MOTHER'S,OLD FASHIONED ICED OATMEAL COOKIES",461,6.0,72.8,2.7,35.8,,597.0,9.4
5707,18199,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY",461,4.5,68.0,4.1,19.73,98.0,342.0,13.199000000000002
8111,28309,"COOKIES,COCNT MACAROON",460,3.02,61.22,5.1,45.16,5.0,241.0,21.709
5938,18524,"ARCHWAY HOME STYLE COOKIES, COCONUT MACAROON",460,3.02,61.23,5.1,45.16,5.0,200.0,21.71
7852,28045,"KEEBLER,ANIMALS,ICED COOKIES",459,5.6,74.2,1.6,26.7,,337.0,8.5
8019,28216,"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES",459,5.0,71.0,1.7,32.5,,589.0,9.6
5698,18187,"COOKIES,PNUT BUTTER,REFR DOUGH",458,8.2,52.1,1.1,,101.0,397.0,18.915
5697,18186,"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",457,5.3,57.7,1.7,,12.0,336.0,19.993
8001,28198,"MOTHER'S,DOUBLE FUDGE CREME SNDWCH COOKIES",457,5.3,70.0,3.3,33.1,,245.0,12.600000000000001
5719,18213,"COOKIES,VANILLA WAFERS,HIGHER FAT",455,4.9,72.6,1.6,35.07,36.0,325.0,8.696
7917,28113,"KEEBLER,100 CAL RIGHT BITES,CHIPS DELUXE,CHOC CHIP COOKIES",452,4.7,77.7,3.1,40.3,,441.0,8.6
8080,28278,"MURRAY,SUGAR FREE,OATMEAL COOKIES",451,6.7,66.6,8.5,1.2,,410.0,12.4
7847,28039,"KASHI,TLC,HAPPY TRAIL MIX COOKIES",451,8.1,63.86,13.7,26.6,,249.0,11.899999999999999
5672,18158,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT",451,5.97,67.49,3.0,32.84,0.0,418.0,11.384
8112,28310,"COOKIES,SHORTBREAD,RED FAT",451,5.37,75.99,1.3,21.65,13.0,571.0,7.824
5676,18163,"COOKIES,CHOC CHIP,REFR DOUGH",451,3.98,61.02,1.5,38.04,14.0,321.0,18.804000000000002
7850,28043,"KEEBLER,ANIMALS,COOKIES",450,5.6,75.3,1.4,25.4,375.0,468.0,7.7
5706,18198,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",450,3.9,73.4,1.6,39.81,46.0,244.0,10.913
5690,18178,"COOKIES,OATMEAL,COMMLY PREP,REG",450,6.2,68.7,2.8,24.66,37.0,383.0,14.544
5967,18630,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",450,3.82,60.75,1.7,37.67,14.0,326.0,
5708,18200,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY",449,4.8,69.9,2.9,31.65,54.0,273.0,10.243
5862,18377,"COOKIES,OATMEAL,PREP FROM RECIPE,WO/RAISINS",447,6.8,66.4,,,105.0,598.0,11.25
8152,28350,"COOKIES,CHOC CRM COVERED BISCUIT STKS",447,10.0,51.08,5.0,25.0,50.0,213.0,14.649
8199,28399,"COOKIES,ANIMAL CRACKERS (INCL ARROWROOT,TEA BISCUITS,)",446,6.9,74.1,1.1,23.3,43.0,407.0,11.129000000000001
6006,18958,"PAN DULCE,LA RICURA,SALPORA DE ARROZ,COOKIE-LIKE",445,8.81,66.28,1.2,21.86,52.0,445.0,
7911,28107,"KEEBLER,GINGERBREAD MEN COOKIES,HOLIDAY",444,4.9,77.9,2.1,32.9,,420.0,6.6
5674,18160,"COOKIES,CHOC CHIP,COMMLY PREP,SOFT-TYPE",444,3.63,65.75,1.8,37.1,17.0,276.0,16.724
6042,18994,"BEAR NAKED,FRUIT & NUT COOKIES",443,7.5,61.6,7.1,29.4,,133.0,13.6
5936,18513,"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",442,5.54,67.2,1.9,1.26,20.0,308.0,12.760000000000002
5718,18212,"COOKIES,VANILLA WAFERS,LOWER FAT",441,5.0,73.6,1.9,37.5,48.0,388.0,10.382
8131,28329,"COOKIES,CHOC,MADE W/ RICE CRL",440,3.23,63.26,1.6,40.32,32.0,210.0,15.256
7854,28047,"KEEBLER,BAKER'S TREASURES,CHOC CHIP COOKIE,SOFT",437,5.3,69.9,2.4,36.2,,348.0,10.3
5712,18205,"COOKIES,SUGAR,REFR DOUGH",436,4.0,61.22,0.9,36.51,8.0,328.0,16.032
8101,28299,"COOKIES,CHOC SNDWCH,W/ CREME FILLING,RED FAT",436,2.94,76.17,2.9,41.18,0.0,471.0,7.601
8132,28330,"COOKIES,MARSHMLLW,W/ RICE CRL & CHOC CHIPS",435,4.55,63.26,0.0,40.91,0.0,341.0,15.571000000000002
460,3206,"BABYFOOD,COOKIE,BABY,FRUIT",435,6.8,73.7,3.4,24.2,83.0,9.0,7.565
5943,18533,"ARCHWAY HOME STYLE COOKIES, ICED OATMEAL",435,4.89,66.76,2.0,37.2,32.0,377.0,10.22
5695,18184,"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS",435,6.5,68.4,,,100.0,538.0,10.120000000000001
5667,18152,"COOKIES,BROWNIES,DRY MIX,REG",434,4.0,76.6,,,19.0,303.0,7.6770000000000005
5671,18157,"COOKIES,CHOCOLATE WAFERS",433,6.6,72.7,3.4,37.43,31.0,580.0,9.106
464,3213,"BABYFOOD,COOKIES",433,11.8,67.1,0.2,24.2,101.0,300.0,8.342
5940,18528,"ARCHWAY HOME STYLE COOKIES, DUTCH COCOA",431,4.5,69.44,2.6,35.35,13.0,384.0,9.56
8031,28229,"MURRAY,SUGAR FREE,SHORTBREAD COOKIES",431,7.0,71.6,5.7,1.3,,476.0,9.6
5685,18173,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",430,6.69,77.66,3.4,24.85,77.0,459.0,4.1419999999999995
5941,18529,"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",430,4.41,64.78,0.7,33.35,41.0,449.0,11.58
5689,18177,"COOKIES,MOLASSES",430,5.6,73.8,1.0,17.6,74.0,459.0,10.342
7848,28040,"KASHI,TLC,OATMEAL DK CHOC COOKIES",426,7.2,67.0,12.2,27.2,,222.0,12.0
5705,18196,"COOKIES,BROWNIES,DRY MIX,SUGAR FREE",426,2.9,80.4,4.2,,12.0,83.0,7.2509999999999994
8130,28328,"COOKIES,CHOC CHIP SNDWCH,W/ CREME FILLING",425,2.94,63.52,0.0,38.24,0.0,279.0,10.386
5952,18562,"ARCHWAY HOME STYLE COOKIES, REDUCED FAT GINGER SNAPS",424,4.67,76.23,1.1,36.28,62.0,406.0,6.18
465,3214,"BABYFOOD,COOKIES,ARROWROOT",424,7.6,75.4,0.2,,32.0,319.0,8.969999999999999
5693,18182,"COOKIES,OATMEAL,REFR DOUGH",424,5.4,59.1,2.5,,31.0,294.0,15.282
6041,18993,"BEAR NAKED,DOUBLE CHOC COOKIES",423,6.6,66.9,7.0,35.2,,200.0,12.5
8154,28352,"COOKIES,VANILLA SNDWCH W/ CREME FILLING,RED FAT",423,4.17,78.16,2.1,37.5,42.0,354.0,8.777000000000001
5945,18537,"ARCHWAY HOME STYLE COOKIES, OATMEAL",421,5.48,68.17,2.9,34.5,35.0,394.0,8.86
5688,18176,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",421,4.0,67.7,2.0,44.8,46.0,188.0,14.067
7855,28048,"KEEBLER,BAKER'S TREASURES,OATMEAL RAISIN COOKIE,SOFT",420,6.1,69.1,3.6,32.3,,321.0,7.8999999999999995
5942,18532,"ARCHWAY HOME STYLE COOKIES, ICED MOLASSES",420,3.5,69.12,1.0,38.43,24.0,605.0,8.91
5684,18172,"COOKIES,GINGERSNAPS",416,5.6,76.9,2.2,19.92,77.0,501.0,7.816000000000001
7849,28041,"KASHI,TLC,OATMEAL RAISIN FLAX COOKIES",414,7.7,67.0,12.8,24.8,,236.0,8.3
5691,18179,"COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE",409,6.1,65.7,2.7,,90.0,349.0,11.618
8153,28351,"COOKIES,MARIE BISCUIT",406,7.05,70.54,3.5,21.16,0.0,370.0,7.985
5947,18539,"ARCHWAY HOME STYLE COOKIES, OLD FASHIONED MOLASSES",406,4.27,70.55,1.1,36.09,32.0,561.0,7.57
5946,18538,"ARCHWAY HOME STYLE COOKIES, OATMEAL RAISIN",406,5.17,69.27,2.7,39.55,38.0,339.0,7.6
5666,18151,"COOKIES,BROWNIES,COMMLY PREP",405,4.8,63.9,2.1,36.61,29.0,286.0,13.2
5944,18535,"ARCHWAY HOME STYLE COOKIES, MOLASSES",403,4.25,69.41,1.2,36.35,29.0,577.0,7.67
5702,18191,"COOKIES,RAISIN,SOFT-TYPE",401,4.1,68.0,1.2,47.56,46.0,418.0,11.109
5939,18527,"ARCHWAY HOME STYLE COOKIES, DATE FILLED OATMEAL",400,4.67,68.16,2.1,34.27,28.0,331.0,7.58
5950,18544,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",400,4.35,65.92,2.2,31.76,20.0,334.0,9.3
5951,18547,"ARCHWAY HOME STYLE COOKIES, STRAWBERRY FILLED",400,4.35,65.92,2.2,31.76,20.0,377.0,9.3
8102,28300,"COOKIES,OATMEAL SNDWCH,W/ CREME FILLING",398,2.61,55.62,2.6,31.36,0.0,444.0,9.756
7976,28173,"KELLOGG'S,POP-TARTS,FRSTD SUGAR COOKIE TOASTER PASTRIES",393,4.5,70.2,1.3,27.5,200.0,393.0,5.8
7969,28165,"KELLOGG'S,POP-TARTS,CHOC CHIP COOKIE DOUGH TOASTER PASTRIES",387,4.5,69.4,1.5,35.5,200.0,382.0,6.199999999999999
8104,28302,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT",386,5.71,77.96,5.7,22.86,429.0,629.0,1.718
1784,8017,"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",380,5.2,84.5,5.1,34.8,385.0,457.0,2.2
7972,28169,"KELLOGG'S,POP-TARTS,FRSTD COOKIES & CREME TOASTER PASTRIES",379,4.9,69.3,2.6,38.3,241.0,597.0,5.6
5683,18171,"COOKIES,FORTUNE",378,4.2,84.0,1.6,45.42,12.0,31.0,2.0140000000000002
8151,28349,"COOKIES,OATMEAL,RED FAT",365,4.02,64.62,16.1,32.14,0.0,562.0,7.422
5687,18175,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",365,10.6,59.7,1.0,25.39,47.0,147.0,6.823
5889,18423,"COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",363,10.6,59.7,1.0,,47.0,147.0,6.7669999999999995
5670,18156,"COOKIES,FUDGE,CAKE-TYPE (INCL TROLLEY CAKES)",349,5.0,78.3,2.8,,34.0,192.0,2.925
5682,18170,"COOKIES,FIG BARS",348,3.7,70.9,4.6,46.36,64.0,350.0,4.126
8100,28298,"COOKIES,BROWNIES,COMMLY PREP,RED FAT,W/ ADDED FIBER",345,2.77,61.58,11.1,38.73,0.0,290.0,6.198
5978,18651,"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",305,5.0,74.25,1.6,43.38,30.0,174.0,0.673
203,1239,ICE CRM COOKIE SNDWCH,240,3.7,39.6,1.2,21.3,73.0,162.0,5.813000000000001
6906,21413,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",169,3.97,25.55,0.1,21.19,129.0,75.0,4.47
6852,21339,"MCDONALD'S,MCFLURRY W/ OREO COOKIES",165,3.97,25.55,0.1,21.19,129.0,75.0,4.293
