,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
7400,23320,"BEEF,AUS,IMP,WGU,TP LN STK/RST,LN & FAT,MARBLE SCORE9,RAW",392,14.58,0.22,0.0,0.0,4.0,61.0,32.222
3760,13147,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",388,14.4,0.0,0.0,,9.0,49.0,32.15
3987,13834,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",386,21.95,0.0,0.0,,11.0,62.0,27.55
3994,13843,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",378,22.5,0.0,0.0,,10.0,63.0,26.009999999999998
3842,13386,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,CHOIC,CKD,RSTD",372,22.8,0.0,0.0,,10.0,64.0,25.33
7314,23234,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",372,23.34,0.0,0.0,0.0,23.0,61.0,28.842
3993,13842,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",370,20.86,0.0,0.0,,10.0,63.0,25.880000000000003
3998,13847,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW",367,15.77,0.0,0.0,,8.0,53.0,28.33
3982,13829,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",365,22.6,0.0,0.0,0.0,11.0,64.0,24.810000000000002
7313,23233,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",360,24.23,0.0,0.0,0.0,23.0,63.0,27.181
3971,13818,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",359,26.37,0.0,0.0,0.0,13.0,64.0,22.64
4006,13855,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",359,22.28,0.0,0.0,,13.0,63.0,24.41
3830,13371,"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",358,23.53,0.0,0.0,0.0,8.0,68.0,23.939999999999998
3991,13840,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",355,23.01,0.0,0.0,0.0,10.0,64.0,23.7
3986,13833,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",355,16.15,0.0,0.0,,9.0,53.0,26.990000000000002
4011,13860,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD",354,24.13,0.0,0.0,,13.0,63.0,23.63
3981,13828,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",352,22.26,0.0,0.0,,11.0,63.0,23.689999999999998
3979,13826,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",351,22.77,0.0,0.0,,11.0,64.0,23.41
3961,13808,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",349,24.4,0.0,0.0,0.0,8.0,69.0,22.85
7527,23449,"BEEF,NZ,IMP,BRISKET NAVEL END,LN & FAT,RAW",345,15.81,0.0,0.0,0.0,9.0,54.0,23.807
4079,13928,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD",343,24.04,0.0,0.0,0.0,8.0,55.0,21.64
3969,13816,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",341,26.78,0.0,0.0,0.0,13.0,65.0,20.86
7315,23235,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,CKD,BRSD",341,25.56,0.0,0.0,0.0,24.0,64.0,24.694
4003,13852,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS",341,22.54,0.0,0.0,,13.0,63.0,22.65
3990,13839,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",338,21.55,0.0,0.0,,10.0,64.0,22.57
3978,13825,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",337,22.42,0.0,0.0,,11.0,63.0,22.23
7317,23237,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,CHOIC,RAW",336,15.75,0.9,0.0,0.0,9.0,53.0,27.849
4010,13859,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW",335,16.74,0.0,0.0,,10.0,53.0,24.91
3836,13379,"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",334,27.18,0.0,0.0,0.0,13.0,65.0,20.02
3992,13841,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW",333,16.03,0.0,0.0,,8.0,54.0,24.69
3997,13846,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,RSTD",333,23.4,0.0,0.0,,9.0,65.0,21.48
3931,13498,"BEEF,GROUND,70% LN MEAT / 30% FAT,RAW",332,14.35,0.0,0.0,0.0,24.0,66.0,25.924999999999997
4073,13922,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD",331,23.9,0.0,0.0,0.0,9.0,65.0,20.52
7392,23312,"BEEF,AUS,IMP,WGU,TP LN STK/RST,BNLESS,LN,MARBLE SCORE 9,RAW",331,16.92,0.13,0.0,0.0,4.0,68.0,25.677
3843,13387,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,SEL,CKD,RSTD",331,23.48,0.0,0.0,,9.0,65.0,21.23
3957,13804,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",331,25.85,0.0,0.0,0.0,7.0,64.0,20.33
3985,13832,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",330,23.1,0.0,0.0,,11.0,65.0,21.33
7394,23314,"BEEF,AUS,IMP,WGU,SML END RIB STK/RST,BNLESS,MRB SCR 9,RAW",330,17.61,0.46,0.0,0.0,4.0,65.0,25.466
3996,13845,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,BRLD",324,21.55,0.0,0.0,,10.0,64.0,21.28
7316,23236,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,RAW",324,16.15,0.78,0.0,0.0,10.0,53.0,26.454
4070,13919,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",324,23.9,0.0,0.0,0.0,9.0,57.0,19.990000000000002
4009,13858,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD",323,22.76,0.0,0.0,,13.0,64.0,20.86
3980,13827,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",322,16.34,0.0,0.0,,9.0,54.0,23.53
3798,13338,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD",319,21.85,0.0,0.0,,10.0,116.0,17.25
3973,13820,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",318,27.33,0.0,0.0,0.0,13.0,66.0,18.55
7515,23437,"BEEF,NZ,IMP,SWEETBREAD,CKD,BLD",318,12.53,0.0,0.0,0.0,4.0,52.0,20.310000000000002
7401,23321,"BEEF,AUS,IMP,WGU,SMLEDRIB STK/RST,BNLES,LN&FAT,MRBSCR4/5,RAW",317,17.07,0.0,0.0,0.0,4.0,52.0,24.014000000000003
7216,23126,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",317,25.26,0.0,0.0,0.0,14.0,70.0,22.92
3989,13838,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW",316,16.26,0.0,0.0,,8.0,55.0,22.979999999999997
4076,13925,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",316,23.9,0.0,0.0,0.0,9.0,57.0,19.3
3984,13831,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",315,22.73,0.0,0.0,,11.0,64.0,20.09
7276,23186,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,CHOC,CKD,GRL",313,22.71,0.0,0.0,0.0,22.0,60.0,22.186
4084,13933,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,PAN-FRIED",313,28.77,0.0,0.0,0.0,12.0,71.0,17.04
3848,13392,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,CKD,BRLD",312,24.73,0.0,0.0,,13.0,64.0,19.02
3817,13357,"BEEF,CURED,SAUSAGE,CKD,SMOKED",312,14.11,2.42,0.0,,7.0,1131.0,24.41
1658,7050,"MORTADELLA,BEEF,PORK",311,16.37,3.05,0.0,0.0,18.0,1246.0,20.89
8723,43384,"BEEF,BOLOGNA,RED NA",310,11.7,2.0,0.0,0.0,12.0,682.0,24.975
4067,13916,"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,1/8""FAT,PRIME,CKD,BRLD",310,25.92,0.0,0.0,0.0,9.0,64.0,18.3
3802,13342,"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",309,16.5,0.0,0.0,0.0,12.0,68.0,22.576
3965,13812,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",309,30.2,0.0,0.0,0.0,16.0,49.0,16.485
7278,23188,"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8"" FT,AL GDS,CKD,GRL",309,22.9,0.0,0.0,0.0,22.0,60.0,22.244999999999997
4078,13927,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,CKD,BRLD",308,25.26,0.0,0.0,0.0,8.0,59.0,18.02
7279,23189,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FT,CHC,CKD,RST",307,23.53,0.0,0.0,0.0,13.0,62.0,21.281
3837,13380,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",CHC,CKD,BRSD",306,26.39,0.0,0.0,0.0,14.0,61.0,18.486
3977,13824,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",306,16.53,0.0,0.0,,9.0,55.0,22.0
7272,23182,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,CKD,BRSD",306,27.75,0.0,0.0,0.0,22.0,68.0,18.805
7215,23125,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS",305,25.48,0.0,0.0,0.0,14.0,70.0,21.476
7318,23238,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,RAW",305,16.75,0.6,0.0,0.0,10.0,52.0,24.361
4005,13854,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD",304,24.53,0.0,0.0,0.0,16.0,49.0,17.908
7277,23187,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,SEL,CKD,GRLD",304,23.19,0.0,0.0,0.0,22.0,59.0,22.332
7285,23195,"BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,GRD",303,22.92,0.0,0.0,0.0,12.0,54.0,21.554000000000002
7289,23199,"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,RSTD",303,23.92,0.0,0.0,0.0,11.0,51.0,21.083
7516,23438,"BEEF,NZ,IMP,SWEETBREAD,RAW",303,11.51,0.0,0.0,0.0,4.0,64.0,20.366
7225,23135,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",303,27.16,0.0,0.0,0.0,16.0,65.0,19.627000000000002
3963,13810,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",302,30.12,0.0,0.0,0.0,17.0,50.0,15.896
7546,23468,"BEEF,NZ,IMP,STRIPLOIN,LN & FAT,CKD,FAST FRIED",301,24.89,0.02,0.0,0.0,8.0,50.0,16.314
7302,23222,"BEEF,PLATE STK,BNLS,OUTSD SKRT,LN & FAT,0"" FT,CHC,CKD,GRLD",300,26.46,0.0,0.0,0.0,8.0,70.0,16.465
7281,23191,"BEEF,RIB EYE RST,BNE-IN,LP-ON,LN & FT,1/8"" FT,AL GRD,CKD,RST",300,23.47,0.0,0.0,0.0,13.0,63.0,20.707
7270,23180,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,CKD,BRSD",299,28.36,0.0,0.0,0.0,22.0,68.0,17.374000000000002
7697,23660,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",298,28.66,0.0,0.0,0.0,16.0,46.0,16.607
3832,13373,"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",297,28.94,0.0,0.0,0.0,16.0,47.0,15.723
7224,23134,"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",296,27.69,0.0,0.0,0.0,16.0,65.0,19.006
3995,13844,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW",295,16.52,0.0,0.0,,8.0,56.0,20.93
3778,13317,"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",295,23.05,0.0,0.0,0.0,11.0,77.0,18.163
3967,13814,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",295,30.05,0.0,0.0,0.0,18.0,50.0,15.306000000000001
3763,13150,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",295,30.76,0.0,0.0,0.0,11.0,58.0,15.72
4059,13908,"BEEF,SHRT LN,T-BONE STK,L & F,1/8"" FAT,CHOIC,CKD,GRILLED",294,24.21,0.0,0.0,0.0,19.0,63.0,18.396
7620,23577,"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",293,15.76,0.0,0.0,0.0,21.0,66.0,20.951
7301,23221,"BEEF,PLTE STK,BNLS,OUTSD SKRT,LN & FAT,0"" FT,AL GRD,CKD,GRLD",292,27.06,0.0,0.0,0.0,8.0,70.0,15.64
7288,23198,"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8"" FT,ALL GRD,CKD,RSTD",292,24.3,0.0,0.0,0.0,11.0,52.0,19.695999999999998
3743,13001,"BEEF,CARCASS,LN&FAT,CHOIC,RAW",291,17.32,0.0,0.0,,8.0,59.0,20.22
4002,13851,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",291,25.85,0.0,0.0,0.0,19.0,53.0,16.249000000000002
7287,23197,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FT,1/8"" FT,AL GRD,CKD,GRLD",291,23.69,0.0,0.0,0.0,11.0,54.0,20.203
3826,13367,"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",291,26.79,0.0,0.0,0.0,7.0,65.0,16.21
7260,23170,"BEEF,PLATE STEAK,BNLS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",291,27.03,0.0,0.0,0.0,7.0,71.0,15.014
7189,23099,"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR",291,26.7,0.0,0.0,0.0,14.0,62.0,17.738999999999997
7280,23190,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RST",290,23.36,0.0,0.0,0.0,14.0,64.0,19.846
7399,23319,"BEEF,AUS,IMP,WGU,TP LN STK/RST,BNLES,LN & FAT,MRB SCR4/5,RAW",289,17.67,0.17,0.0,0.0,4.0,56.0,21.107
7117,23006,"BEEF,SHRT LN,T-BNE STEK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD",289,24.6,0.0,0.0,0.0,19.0,62.0,17.53
3959,13806,"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",289,28.82,0.0,0.0,0.0,16.0,48.0,15.239
3838,13381,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD",288,27.17,0.0,0.0,0.0,14.0,64.0,16.617
3983,13830,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",288,16.75,0.0,0.0,,9.0,55.0,20.200000000000003
7217,23127,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",287,25.81,0.0,0.0,0.0,14.0,71.0,19.310000000000002
7274,23184,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,CKD,BRSD",287,29.28,0.0,0.0,0.0,22.0,68.0,15.178999999999998
7532,23454,"BEEF,NZ,IMP,CUBE ROLL,LN & FAT,CKD,FAST RSTD",286,27.79,0.03,0.0,0.0,6.0,49.0,13.049
7226,23136,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",285,28.47,0.0,0.0,0.0,15.0,66.0,18.075000000000003
7308,23228,"BEEF,RIB EYE STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,CHC,CKD,GRLD",285,23.89,0.0,0.0,0.0,12.0,58.0,19.331
3849,13393,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,SEL,CKD,BRLD",285,24.91,0.0,0.0,,13.0,64.0,16.5
4057,13906,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILLD",284,24.85,0.0,0.0,0.0,19.0,63.0,16.737000000000002
7207,23117,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",284,27.6,0.0,0.0,0.0,14.0,64.0,16.61
3800,13340,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",284,19.29,0.0,0.0,0.0,5.0,65.0,18.227
3901,13460,"BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",283,23.61,0.0,0.0,0.0,7.0,65.0,16.705
7231,23141,"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",283,24.95,0.0,0.0,0.0,15.0,71.0,18.156
3833,13375,"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD",283,29.23,0.0,0.0,0.0,17.0,48.0,14.462
7258,23168,"BEEF,PLATE STK,BNLES,OTSDE SKIRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",282,27.68,0.0,0.0,0.0,7.0,71.0,14.117
7119,23008,"BEEF,SHRT LOIN,T-BONE STEAK,LN & FAT,1/8"" FAT,SEL,CKD,GRLLD",281,25.18,0.0,0.0,0.0,18.0,62.0,16.231
7303,23223,"BEEF,PLATE STK,BNLS,OTSDE SKRT,LN & FAT,0"" FAT,SEL,CKD,GRILD",281,27.95,0.0,0.0,0.0,8.0,69.0,14.401
4066,13915,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,RAW",281,19.0,0.0,0.0,0.0,6.0,53.0,18.86
3749,13055,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",280,28.97,0.0,0.0,0.0,17.0,49.0,14.369
7621,23578,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",279,25.56,0.0,0.0,0.0,30.0,78.0,15.872
3744,13002,"BEEF,CARCASS,LN&FAT,SEL,RAW",278,17.48,0.0,0.0,,8.0,59.0,18.98
4063,13912,"BEEF,SHRT LOIN,TOP LN,STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRLLD",278,26.16,0.0,0.0,0.0,17.0,52.0,14.952
7695,23658,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",278,18.12,0.12,0.0,0.0,15.0,61.0,18.424
4008,13857,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",278,27.17,0.0,0.0,0.0,22.0,58.0,14.59
7290,23200,"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",277,24.85,0.0,0.0,0.0,11.0,54.0,17.616999999999997
7230,23140,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR",277,24.98,0.0,0.0,0.0,16.0,71.0,18.117
7623,23580,"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",277,26.28,0.0,0.0,0.0,34.0,93.0,15.166
3958,13805,"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",277,17.94,0.0,0.0,0.0,16.0,59.0,18.448999999999998
3930,13497,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD",277,25.38,0.0,0.0,0.0,35.0,81.0,16.199
3900,13459,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",276,23.96,0.0,0.0,0.0,7.0,65.0,15.921
7113,23002,"BEEF,SHRT LN,PRTRHS STK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRLLD",276,25.4,0.0,0.0,0.0,19.0,64.0,15.768
3791,13330,"BEEF,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED BF,RAW",276,14.97,0.0,0.0,,485.0,57.0,20.22
7696,23659,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",276,17.77,0.0,0.0,0.0,17.0,58.0,18.473999999999997
7469,23389,"BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8"" FAT,CHOIC,GRILLED",275,25.69,0.0,0.0,0.0,14.0,54.0,16.095
7206,23116,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS",275,28.23,0.0,0.0,0.0,14.0,65.0,15.581
4077,13926,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW",274,18.15,0.0,0.0,0.0,7.0,49.0,18.22
3756,13095,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW",274,17.51,0.0,0.0,,10.0,56.0,18.58
4072,13921,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,BRLD",273,26.43,0.0,0.0,0.0,17.0,52.0,14.41
7286,23196,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,GILD",273,24.83,0.0,0.0,0.0,10.0,54.0,18.175
7618,23575,"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",272,27.0,0.0,0.0,0.0,28.0,91.0,14.186
7307,23227,"BEEF,RIB EYE STK,BNLS,LIP OF,LN & FAT,0"" FT,AL GRDS,CKD,GRLD",271,24.85,0.0,0.0,0.0,12.0,58.0,17.613999999999997
3793,13332,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",271,27.1,0.0,0.0,,16.0,60.0,11.83
