,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
602,3956,"BABYFOOD,YOG,WHL MILK,W/ FRUIT,MULTIG CRL & ADD DHA FORT",98,3.4,13.22,0.3,11.46,107.0,41.0,2.7560000000000002
321,3009,"BABYFOOD,MEAT,HAM,JUNIOR",97,11.3,3.7,0.0,0.0,5.0,44.0,3.075
320,3008,"BABYFOOD,MEAT,HAM,STR",97,11.3,3.7,0.0,0.0,6.0,44.0,3.07
351,3055,"BABYFOOD,DINNER,BF W/VEG",96,2.03,6.36,1.8,2.16,19.0,38.0,5.96
509,3685,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",96,4.14,12.3,0.8,4.78,220.0,42.0,2.6
8580,42150,"BABYFOOD,APPL YOGURT DSSRT,STR",96,0.8,19.5,0.5,12.02,6.0,20.0,1.472
609,3965,"BABYFOOD,YOGU,WHL MILK,W/ FRUI,MULTIGRA CRL & ADD IRON FORT",92,3.05,13.0,0.6,11.46,98.0,38.0,2.322
8761,43546,"BABYFOOD,BANANA NO TAPIOCA,STR",91,1.0,21.34,1.6,11.36,4.0,2.0,0.09999999999999999
8567,42119,"BABYFOOD,BANANA JUC W/LOFAT YOGURT",89,2.5,17.54,0.4,13.28,79.0,37.0,0.736
322,3010,"BABYFOOD,MEAT,LAMB,STR",87,14.07,0.85,0.0,0.0,7.0,43.0,2.92
512,3690,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",86,3.82,10.0,0.4,5.9,153.0,48.0,2.6790000000000003
510,3686,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",86,3.82,10.0,0.4,5.9,153.0,48.0,2.667
518,3712,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",86,3.57,10.49,0.1,6.13,156.0,47.0,2.624
8285,33878,"BABYFOOD,GERBER,BANANA W/ ORANGE MEDLEY",86,1.06,20.41,2.1,14.27,0.0,10.0,0.0
484,3246,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",86,1.76,17.58,0.2,12.2,54.0,26.0,0.6890000000000001
483,3245,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",85,1.6,16.0,0.0,11.5,55.0,0.0,1.69
514,3694,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",85,3.45,10.31,0.0,4.87,168.0,42.0,2.639
507,3681,"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",84,3.73,9.94,0.6,5.1,162.0,43.0,2.5620000000000003
447,3188,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR,FORT",84,0.71,18.79,1.0,11.1,91.0,5.0,0.18
425,3163,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",83,0.9,19.31,1.4,12.76,5.0,2.0,0.134
345,3049,"BABYFOOD,DINNER,BF&RICE,TODD",82,5.0,8.8,,0.0,11.0,32.0,
446,3187,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,STR",82,0.71,18.38,1.0,11.1,91.0,5.0,0.225
344,3048,"BABYFOOD,MACARONI&CHS,TODD",82,3.5,11.2,0.5,0.79,102.0,112.0,2.23
8738,43432,"BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD",81,4.34,11.53,1.1,0.37,12.0,35.0,1.487
479,3233,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",81,1.3,20.3,0.7,10.28,31.0,0.0,0.20800000000000002
317,3003,"BABYFOOD,MEAT,BF,JR",81,12.03,2.43,0.0,0.0,5.0,41.0,2.13
318,3005,"BABYFOOD,MEAT,VEAL,STR",81,13.12,1.51,0.0,0.0,6.0,39.0,2.117
316,3002,"BABYFOOD,MEAT,BF,STR",81,12.03,2.43,0.0,0.0,5.0,41.0,2.13
474,3226,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",80,1.1,17.7,0.6,,32.0,20.0,0.802
454,3195,"BABYFOOD,CRL,RICE,W/ APPLSAUC & BANANAS,STR",80,1.2,17.1,1.0,2.24,17.0,4.0,0.218
458,3201,"BABYFOOD,CRL,EGG YOLKS&BACON,JR",79,2.5,6.2,0.9,,28.0,48.0,3.8469999999999995
470,3221,"BABYFOOD,DSSRT,DUTCH APPL,JR",79,0.2,19.18,1.4,17.89,3.0,3.0,0.031
506,3304,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",78,3.5,11.97,1.2,0.8,53.0,205.0,1.8330000000000002
360,3072,BABYFOOD  DINNER  CHICK STEW  TODD,78,5.2,6.4,0.6,1.68,36.0,25.0,2.8
471,3222,"BABYFOOD,CHERRY COBBLER,JR",78,0.3,19.2,0.2,10.39,5.0,0.0,0.04
8757,43539,"BABYFOOD,DSSRT,BANANA YOGURT,STR",78,1.1,17.35,0.5,12.2,30.0,14.0,0.49
8756,43537,"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",77,0.5,17.05,0.4,13.62,25.0,14.0,0.644
339,3043,"BABYFOOD,DINNER,BF LASAGNA,TODD",77,4.2,10.0,,0.0,18.0,41.0,
350,3054,"BABYFOOD,DINNER,VEG&BF,JR",77,2.21,8.84,1.3,2.34,17.0,31.0,2.6559999999999997
349,3053,"BABYFOOD,DINNER,VEG&BF,STR",77,2.21,8.84,1.3,2.34,17.0,31.0,1.69
451,3192,"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,JR,FORT",76,0.89,16.03,0.9,8.85,6.0,4.0,0.34199999999999997
8568,42120,"BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT",76,2.4,14.68,0.4,10.8,81.0,36.0,0.736
8755,43536,"BABYFOOD,DSSRT,PEACH YOGURT",76,0.9,17.6,0.4,11.11,27.0,14.0,0.165
469,3220,"BABYFOOD,DSSRT,DUTCH APPL,STR",75,0.2,19.74,1.4,17.89,5.0,0.0,0.27
347,3051,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",75,5.3,10.8,,,22.0,239.0,
8751,43523,"BABYFOOD,MXD FRUIT YOGURT,STR",75,0.8,16.23,0.4,11.74,28.0,16.0,0.736
450,3191,"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,STR",75,0.89,15.62,0.9,8.85,6.0,4.0,0.34099999999999997
505,3303,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",74,2.51,11.04,1.3,2.65,30.0,22.0,1.552
402,3135,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",74,0.1,20.5,1.2,13.64,6.0,0.0,0.0
8766,43585,"BABYFOOD,FRUIT SUPREME DSSRT",73,0.5,17.18,2.0,14.87,6.0,1.0,0.055
433,3171,"BABYFOOD,JUC,APPL&PRUNE",72,0.2,18.1,0.1,10.58,9.0,8.0,0.024
401,3134,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",71,0.1,19.7,1.2,13.34,6.0,0.0,0.0
406,3140,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",70,0.3,19.0,1.1,13.0,8.0,4.0,0.099
424,3162,"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR",70,0.2,18.9,1.4,,7.0,5.0,
440,3178,"BABYFOOD,JUC,PRUNE&ORANGE",70,0.6,16.8,,,12.0,2.0,
404,3137,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",70,0.6,18.7,2.7,10.97,15.0,2.0,0.07400000000000001
352,3059,"BABYFOOD,DINNER,VEG&BACON,STR",69,1.92,8.81,1.7,1.77,14.0,49.0,2.41
8619,42278,"BABYFOOD,VEG&BROWN RICE,STR",69,1.9,12.1,1.1,2.39,14.0,14.0,1.1099999999999999
473,3225,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",69,0.2,18.4,0.3,16.98,5.0,0.0,0.128
403,3136,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",69,0.6,18.5,2.7,10.97,15.0,5.0,0.07400000000000001
8638,43007,"BABYFOOD,FRUIT,TUTTI FRUTTI,JR",69,0.4,16.0,0.4,9.41,14.0,17.0,0.258
346,3050,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",68,2.57,11.42,1.1,2.72,15.0,30.0,1.04
418,3156,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",68,0.2,18.4,1.6,8.41,7.0,0.0,0.045
580,3934,"BABYFOOD,CORN & SWT POTATOES,STR",68,1.26,15.23,1.8,4.0,18.0,14.0,0.124
472,3224,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",68,0.2,17.8,0.3,9.15,5.0,0.0,0.192
8636,43004,"BABYFOOD,DSSRT,BANANA PUDD,STR",68,1.0,14.14,0.8,10.55,11.0,54.0,0.541
8737,43417,"BABYFOOD,MEAT,BF W/ VEG,TODD",68,3.5,8.72,1.8,1.18,11.0,26.0,1.767
8762,43550,"BABYFOOD,BANANA APPL DSSRT,STR",68,0.3,16.3,1.0,14.66,3.0,7.0,0.076
476,3228,"BABYFOOD,DSSRT,PEACH COBBLER,JR",67,0.3,18.3,0.7,11.89,4.0,0.0,0.0
492,3280,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",67,0.4,17.8,1.6,7.1,8.0,0.0,0.094
371,3089,"BABYFOOD,DINNER,MACARONI&CHS,STR",67,3.14,8.95,0.7,1.27,66.0,119.0,1.8719999999999999
412,3147,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",66,0.37,16.16,1.6,4.35,5.0,3.0,0.05
8637,43006,"BABYFOOD,FRUIT,TUTTI FRUTTI,STR",66,0.4,15.48,0.6,9.29,15.0,25.0,0.2
357,3068,"BABYFOOD,DINNER,CHICK NOODLE,STR",66,2.69,9.08,2.1,2.5,27.0,38.0,1.4489999999999998
8719,43373,"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",66,3.8,8.89,0.6,0.82,11.0,194.0,1.093
475,3227,"BABYFOOD,DSSRT,PEACH COBBLER,STR",65,0.3,17.8,0.7,10.62,4.0,7.0,0.0
398,3131,"BABYFOOD,FRUIT,PEACHES,JR",65,0.94,14.48,1.3,11.5,4.0,4.0,0.03
397,3130,"BABYFOOD,FRUIT,PEACHES,STR",65,0.94,14.48,1.3,11.5,4.0,4.0,0.03
419,3157,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",65,0.2,17.8,1.6,10.73,7.0,0.0,0.0
391,3120,"BABYFOOD,VEG,CORN,CRMD,JR",65,1.4,16.25,2.1,1.48,4.0,52.0,0.19
501,3297,"BABYFOOD,DINNER,APPLS&CHICK,STR",65,2.16,10.88,1.8,6.06,18.0,12.0,0.758
8620,42279,"BABYFOOD,PEAS&BROWN RICE",64,3.4,11.49,2.5,2.89,14.0,6.0,0.28
363,3076,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR",64,1.7,9.1,1.1,,26.0,26.0,
393,3122,"BABYFOOD,PEAS,DICES,TODD",64,3.9,10.3,3.9,4.13,21.0,48.0,0.21000000000000002
332,3022,"BABYFOOD,GERBER,2ND FOODS,APPL,CARROT & SQUASH,ORGANIC",64,1.1,14.82,1.2,9.09,6.0,20.0,0.0
417,3154,"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",64,0.3,15.3,1.4,11.6,8.0,3.0,0.049
422,3160,"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",63,0.2,17.0,,,7.0,4.0,
395,3128,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",63,0.3,17.3,1.5,1.4,8.0,0.0,0.0
362,3075,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR",63,2.0,7.9,1.1,,28.0,20.0,
481,3236,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",63,0.3,17.2,0.6,12.0,9.0,0.0,0.0
343,3047,"BABYFOOD,DINNER,BF NOODLE,STR",63,2.44,8.18,1.3,1.42,10.0,15.0,1.8780000000000001
502,3298,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",62,3.59,6.34,1.4,1.43,37.0,17.0,1.28
497,3289,"BABYFOOD,APPLS W/HAM,STR",62,2.6,10.9,1.8,7.98,4.0,9.0,0.61
8776,44074,"BABYFOOD,GRAPE JUC,NO SUGAR,CND",62,0.0,15.38,0.0,15.3,12.0,10.0,0.0
376,3096,"BABYFOOD,VEG,GRN BNS&POTATOES",62,2.2,9.0,1.4,2.35,60.0,18.0,1.6560000000000001
427,3165,"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",62,0.2,16.6,1.8,8.83,5.0,1.0,0.043
426,3164,"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",61,0.2,16.3,1.8,13.93,4.0,1.0,0.043
372,3090,"BABYFOOD,DINNER,MACARONI&CHS,JR",61,2.6,8.2,0.3,1.32,51.0,266.0,1.709
340,3044,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",61,2.36,9.45,1.2,2.09,17.0,38.0,1.08
477,3229,"BABYFOOD,DSSRT,PEACH MELBA,STR",60,0.2,16.5,,,10.0,9.0,
364,3077,"BABYFOOD,DINNER,PASTA W/VEG",60,1.7,8.4,1.5,1.2,14.0,11.0,1.81
500,3296,"BABYFOOD,TURKEY,RICE&VEG,TODD",60,3.8,7.5,0.8,1.12,11.0,183.0,1.0550000000000002
482,3238,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",60,0.2,16.4,,,10.0,7.0,
478,3230,"BABYFOOD,DSSRT,PEACH MELBA,JR",60,0.3,16.4,,,11.0,9.0,
354,3062,"BABYFOOD,DINNER,VEG&HAM,JR",60,2.02,8.64,1.0,0.99,14.0,45.0,1.294
383,3109,"BABYFOOD,VEG,SWT POTATOES,JR",60,1.1,14.0,1.5,4.24,16.0,18.0,0.025
389,3118,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",60,0.3,16.3,1.5,1.41,9.0,0.0,0.0
353,3061,"BABYFOOD,DINNER,VEG&HAM,STR",59,2.19,7.8,1.6,1.37,16.0,16.0,1.7269999999999999
341,3045,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",59,2.5,9.4,1.1,2.43,14.0,35.0,0.858
480,3235,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",59,0.3,16.0,0.6,12.6,9.0,0.0,0.0
361,3073,"BABYFOOD,DINNER,VEG CHICK,STR",59,2.47,8.42,2.1,1.58,27.0,24.0,1.208
498,3290,"BABYFOOD,CARROTS&BF,STR",59,3.4,5.7,2.6,2.04,22.0,69.0,2.02
415,3152,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",58,0.2,15.6,2.1,12.96,5.0,0.0,0.041
416,3153,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",58,0.2,15.4,2.1,12.96,5.0,0.0,0.04
457,3199,"BABYFOOD,CRL,W/EGGS,STR",58,2.2,8.0,,,27.0,38.0,1.1
496,3287,"BABYFOOD,DINNER,BF NOODLE,JR",57,2.5,7.3,1.1,1.45,8.0,26.0,1.604
390,3119,"BABYFOOD,VEG,CORN,CRMD,STR",57,1.4,14.1,2.1,1.23,20.0,43.0,0.192
499,3293,"BABYFOOD,PLUMS,BANANAS&RICE,STR",57,1.1,12.7,1.3,9.3,3.0,0.0,0.18
407,3141,"BABYFOOD,PEARS,DICES,TODD",57,0.3,13.6,1.2,8.66,10.0,6.0,0.053
382,3108,"BABYFOOD,VEG,SWT POTATOES,STR",57,1.1,13.2,1.5,4.05,16.0,22.0,0.025
368,3083,"BABYFOOD,DINNER,TURKEY & RICE,JR",56,2.37,9.57,1.0,1.25,24.0,23.0,0.5429999999999999
396,3129,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",56,0.4,15.3,1.6,0.38,5.0,0.0,0.045000000000000005
358,3069,"BABYFOOD,DINNER,CHICK NOODLE,JR",55,2.37,8.79,0.9,1.07,21.0,35.0,0.805
489,3274,"BABYFOOD,DINNER,VEG&CHICK,JR",53,2.04,8.66,1.1,1.46,27.0,34.0,0.704
370,3085,"BABYFOOD,DINNER,VEG&TURKEY,JR",53,1.72,7.55,0.9,1.36,16.0,45.0,1.1720000000000002
335,3025,"BABYFOOD,GERBER,3RD FOODS,APPL,MANGO & KIWI",53,0.47,12.88,2.0,10.18,9.0,2.0,0.0
456,3198,"BABYFOOD,CRL,W/EGG YOLKS,JR",52,1.9,7.1,0.9,,24.0,33.0,1.4
384,3112,"BABYFOOD,POTATOES,TODDLER",52,1.0,11.73,0.9,0.91,4.0,57.0,0.017
355,3066,"BABYFOOD,DINNER,VEG&LAMB,STR",52,2.0,6.9,1.1,0.94,12.0,20.0,1.65
486,3267,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",52,0.2,12.7,0.4,10.6,64.0,4.0,0.024
366,3081,"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR",52,1.8,7.6,1.1,,32.0,17.0,
367,3082,"BABYFOOD,DINNER,TURKEY&RICE,STR",52,2.27,7.94,0.9,1.66,18.0,19.0,0.784
386,3115,"BABYFOOD,APPLS,DICES,TODD",51,0.2,12.1,0.9,10.83,10.0,6.0,0.024
455,3197,"BABYFOOD,CRL,W/EGG YOLKS,STR",51,1.9,7.0,0.9,,24.0,33.0,1.4
410,3144,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",51,0.0,14.1,1.1,10.81,1.0,1.0,0.0
411,3145,"BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR",51,0.0,14.1,1.1,10.61,1.0,1.0,0.0
423,3161,"BABYFOOD,PEACHES,DICES,TODD",51,0.5,11.8,0.8,9.49,6.0,9.0,0.062
8639,43008,"BABYFOOD,DINNER,CHICK&RICE",51,1.6,9.2,1.1,0.55,18.0,25.0,0.603
429,3167,"BABYFOOD,APPLE-BANANA JUC",51,0.2,12.3,0.2,11.0,7.0,4.0,0.022
356,3067,"BABYFOOD,DINNER,VEG&LAMB,JR",51,2.1,7.1,1.1,0.94,13.0,13.0,1.386
348,3052,"BABYFOOD,DINNER,BF STEW,TODD",51,5.1,5.5,1.1,1.39,9.0,106.0,1.02
336,3026,"BABYFOOD,TROPICAL FRUIT MEDLEY",51,0.31,12.22,1.3,9.78,0.0,0.0,0.0
8626,42286,"BABYFOOD,GRN BNS&TURKEY,STR",51,4.1,5.35,1.4,1.39,31.0,11.0,0.77
359,3070,"BABYFOOD,DINNER,CHICK SOUP,STR",50,1.6,7.2,1.1,1.72,37.0,16.0,0.7030000000000001
385,3114,"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",50,2.0,9.26,2.0,2.93,32.0,5.0,0.261
392,3121,"BABYFOOD,VEG,PEAS,STR",50,3.27,8.36,2.0,2.01,18.0,5.0,0.12000000000000001
438,3176,"BABYFOOD,JUC,ORANGE&BANANA",50,0.7,11.9,,,17.0,3.0,
432,3170,"BABYFOOD,JUC,APPL&PLUM",49,0.1,12.3,0.1,11.54,5.0,0.0,0.0
369,3084,"BABYFOOD,DINNER,VEG&TURKEY,STR",48,2.32,7.62,1.5,1.54,27.0,20.0,0.53
8615,42266,"BABYFOOD,JUC,APPLE-SWEET POTATO",48,0.3,11.4,0.5,9.6,15.0,5.0,0.04
439,3177,"BABYFOOD,JUC,ORANGE&PNAPPL",48,0.5,11.7,0.1,,8.0,2.0,0.024
337,3041,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",48,2.0,7.7,,0.0,14.0,49.0,
338,3042,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",48,2.1,8.0,,0.0,14.0,52.0,
604,3959,"BABYFOOD,MSHD CHEDDAR POTATOES&BROCCOLI,TODDLER",48,1.11,7.47,1.2,1.17,20.0,176.0,1.245
8735,43408,"BABYFOOD,JUICE,PEAR",47,0.0,11.86,0.1,7.28,12.0,8.0,0.0
428,3166,"BABYFOOD,JUICE,APPLE",47,0.0,11.7,0.1,10.7,4.0,8.0,0.019999999999999997
436,3174,"BABYFOOD,JUC,ORANGE&APPL&BANANA",47,0.4,11.5,0.1,10.03,5.0,0.0,0.023
409,3143,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",47,0.2,12.4,1.8,8.72,6.0,0.0,0.057999999999999996
441,3179,"BABYFOOD,JUC,MXD FRUIT",47,0.1,11.7,0.1,8.46,8.0,8.0,0.020999999999999998
8754,43535,"BABYFOOD,JUC,APPL - CHERRY",47,0.2,11.2,0.3,10.5,7.0,4.0,0.02
431,3169,"BABYFOOD,APPLE-CRANBERRY JUC",46,0.0,11.49,0.0,6.88,6.0,5.0,0.008
437,3175,"BABYFOOD,JUC,ORANGE&APRICOT",46,0.8,10.9,0.1,,6.0,6.0,0.033
485,3265,"BABYFOOD,JUC,APPL&GRAPE",46,0.1,11.34,0.1,10.9,6.0,0.0,0.049
488,3269,"BABYFOOD,JUC,APPL,W/CA",46,0.06,11.1,0.4,9.0,127.0,3.0,0.023
434,3172,"BABYFOOD,JUICE,ORANGE",45,0.6,10.2,0.1,8.26,12.0,0.0,0.085
408,3142,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",44,0.2,11.64,1.8,9.25,6.0,0.0,0.061
400,3133,"BABYFOOD,FRUIT,PEARS,JR",44,0.3,11.6,2.8,7.34,8.0,1.0,0.027000000000000003
365,3079,"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR",44,1.2,6.8,1.1,,32.0,21.0,
421,3159,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",44,0.3,11.4,2.6,7.36,10.0,0.0,0.044
