,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
6409,19817,"RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",380,9.0,80.1,,,11.0,4.0,1.75
6514,20048,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY",380,7.82,82.32,1.9,0.05,22.0,10.0,0.296
6091,19052,"RICE CAKES,BROWN RICE,BUCKWHEAT",380,9.0,80.1,3.8,,11.0,116.0,1.75
1987,8508,"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",378,6.06,86.85,1.4,10.35,10.0,795.0,0.46399999999999997
6217,19194,"PUDDINGS,RICE,DRY MIX",376,2.7,91.2,0.7,,14.0,366.0,
1812,8064,"CEREALS RTE,GENERAL MILLS,RICE CHEX",375,6.4,85.09,2.0,8.0,370.0,809.0,1.1
6512,20046,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY",374,7.51,80.89,1.8,0.33,71.0,2.0,0.552
6614,20446,"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY",374,7.51,80.89,1.8,0.33,71.0,2.0,0.552
2063,8653,"CEREALS RTE,KELLOGG'S RICE KRISPIES,GLUTEN FREE",371,7.8,82.4,2.7,3.7,10.0,614.0,1.3
6509,20042,"RICE,BROWN,PARBLD,DRY,UNCLE BEN'S",370,7.6,78.68,3.5,0.5,8.0,6.0,1.505
1836,8100,"CEREALS,CRM OF RICE,DRY",370,6.3,82.4,0.7,0.3,5.0,6.0,0.29200000000000004
6520,20054,"RICE,WHITE,GLUTINOUS,UNENR,UNCKD",370,6.81,81.68,2.8,,11.0,7.0,0.311
6504,20036,"RICE,BROWN,LONG-GRAIN,RAW",367,7.54,76.25,3.6,0.66,9.0,5.0,1.645
6524,20061,"RICE FLR,WHITE,UNENR",366,5.95,80.13,2.4,0.12,10.0,0.0,0.8280000000000001
6612,20444,"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",365,7.13,79.95,1.3,0.12,28.0,5.0,0.386
6510,20044,"RICE,WHITE,LONG-GRAIN,REG,RAW,ENR",365,7.13,79.95,1.3,0.12,28.0,5.0,0.386
6582,20133,"RICE NOODLES,DRY",364,5.95,80.18,1.6,0.12,18.0,182.0,0.32799999999999996
6551,20090,"RICE FLOUR,BROWN",363,7.23,76.48,4.6,0.66,11.0,8.0,1.565
8251,32018,"SPANISH RICE MIX,DRY MIX,UNPREP",363,10.62,76.45,3.1,3.83,29.0,1085.0,0.736
6507,20040,"RICE,BROWN,MEDIUM-GRAIN,RAW",362,7.5,76.17,3.4,,33.0,4.0,1.5070000000000001
8257,32024,"RICE MIX,CHS FLAVOR,DRY MIX,UNPREP",362,8.77,73.88,1.8,5.26,140.0,1193.0,2.504
6516,20050,"RICE,WHITE,MEDIUM-GRAIN,RAW,ENR",360,6.61,79.34,1.4,,9.0,1.0,0.33899999999999997
6616,20450,"RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR",360,6.61,79.34,,,9.0,1.0,0.33899999999999997
8233,32000,"RICE & VERMICELLI MIX,BF FLAVOR,UNPREP",359,10.84,76.02,1.6,4.27,32.0,1337.0,0.593
8235,32002,"RICE & VERMICELLI MIX,RICE PILAF FLAVOR,UNPREP",359,10.42,76.31,1.2,1.53,83.0,1303.0,0.6799999999999999
6518,20052,"RICE,WHITE,SHORT-GRAIN,ENR,UNCKD",358,6.5,79.15,2.8,,3.0,1.0,0.30100000000000005
6618,20452,"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",358,6.5,79.15,,,3.0,1.0,0.30100000000000005
7109,22998,"RICE & VERMICELLI MIX,CHICK FLAVOR,UNPREP",358,10.64,75.8,1.2,2.4,18.0,1238.0,0.7170000000000001
6549,20088,"WILD RICE,RAW",357,14.73,74.9,6.2,2.5,21.0,7.0,0.315
8262,32029,"RICE MIX,WHITE & WILD,FLAV,UNPREP",355,10.53,76.14,1.8,1.75,105.0,1140.0,0.18
4819,16082,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",351,0.16,86.09,0.5,0.0,25.0,10.0,0.025
1931,8348,"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",346,6.07,86.4,0.4,7.82,7.0,924.0,0.3
8244,32011,"YELLOW RICE W/ SEASONING,DRY PACKET MIX,UNPREP",343,7.02,74.68,1.8,1.75,35.0,1316.0,0.43
8145,28343,"ROLLS,GLUTEN-FREE,WHL GRAIN,TAPIOCA STARCH & BROWN RICE FLR",329,11.8,44.29,11.2,4.2,118.0,507.0,6.7330000000000005
8138,28336,"BREAD,GLUTEN-FREE,POTATO EXTRACT,RICE STARCH,& RICE FLOUR",320,3.13,52.83,3.5,8.36,24.0,528.0,7.702000000000001
6523,20060,"RICE BRAN,CRUDE",316,13.35,49.69,21.0,0.9,57.0,5.0,11.72
8142,28340,"ROLLS,GLUTEN-FREE,BRW RICE FLR,TAPIOCA STARCH,&POTATO STARCH",310,7.99,55.1,3.6,9.53,82.0,707.0,
8141,28339,"BREAD,GLUTEN-FREE,WHL GRAIN,TAPIOCA STARCH & BROWN RICE FLR",309,7.25,49.09,4.9,9.81,60.0,510.0,5.704
8140,28338,"BRD,GLUTEN-FREE,WHITE,MADE W/TAPIOCA STARCH & BRWN RICE FLR",298,5.4,51.15,5.5,11.3,59.0,515.0,5.35
5865,18384,"BREAD,RICE BRAN,TOASTED",264,9.7,47.3,5.3,5.08,75.0,292.0,2.569
8144,28342,"ROLLS,GLUTEN-FREE,BRW RICE FLR,TAPIOCA STARCH,&SORGHUM FLR",257,5.65,40.24,2.9,2.98,41.0,544.0,
8139,28337,"BREAD,GLUTEN-FREE,RICE FLOUR,CORN STARCH,AND/OR TAPIOCA",248,4.31,45.78,4.3,3.53,138.0,447.0,2.9859999999999998
5607,18059,"BREAD,RICE BRAN",243,8.9,43.5,4.9,4.67,69.0,269.0,2.363
8143,28341,"ROLLS,GLUTEN-FREE,RICE FLR,RICE STARCH,& CORN STARCH",239,3.34,50.47,5.1,6.87,180.0,593.0,1.568
7061,22947,"SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",210,4.26,45.74,2.1,3.19,,830.0,
6650,20656,"PASTA,GLUTEN-FREE,RICE FLR & RICE BRAN EXTRACT,CKD,DE BOLES",200,4.21,40.75,1.9,0.0,21.0,4.0,
7060,22946,"SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",197,4.26,42.55,1.1,2.13,,830.0,
8496,36044,"ON THE BORDER,MEXICAN RICE",195,3.56,34.15,1.1,1.38,39.0,677.0,2.041
7063,22949,"SUPPER BAKES MEAL KITS,SOUTHWESTERN-STYLE CHICK W/RICE",189,4.94,39.51,2.5,4.94,,741.0,
8529,36417,"RESTAURANT,MEXICAN,SPANISH RICE",185,3.28,31.16,1.2,1.3,20.0,528.0,2.516
8519,36407,"RESTAURANT,LATINO,ARROZ CON GRANDULES (RICE & PIGEONPEAS)",182,3.5,30.75,1.4,,8.0,583.0,1.7679999999999998
6651,20657,"PASTA,GLUTEN-FREE,CORN & RICE FLR,CKD",179,3.2,38.05,1.4,0.0,2.0,4.0,0.40900000000000003
8532,36602,"RESTAURANT,CHINESE,FRIED RICE,WO/ MEAT",174,4.05,32.79,1.1,0.56,12.0,387.0,1.189
8514,36401,"RESTAURANT,LATINO,CHICK & RICE,ENTREE,PREP",174,12.02,20.03,1.2,0.55,18.0,518.0,2.9
6522,20058,"RICE,WHITE,STMD,CHINESE RESTAURANT",151,3.2,33.88,0.9,,5.0,5.0,
8517,36405,"RESTAURANT,LATINO,ARROZ CON FRIJOLES NEGROS (RICE&BLACK BNS)",151,4.64,24.4,3.4,0.86,37.0,420.0,1.6179999999999999
8236,32003,"RICE & VERMICELLI MIX,RICE PILAF FLAVOR,PREP W/ 80% MARGARIN",148,2.94,25.67,0.6,0.26,29.0,430.0,2.283
6645,20651,"RICE,BROWN,PARBLD,CKD,UNCLE BENS",147,3.09,31.33,1.7,0.15,3.0,4.0,0.513
8516,36404,"RESTAURANT,LATINO,ARROZ CON LECHE (RICE PUDDING)",146,3.2,24.92,0.5,15.26,90.0,106.0,2.917
8518,36406,"REST,LATINO,ARROZ CON ABICHUELAS COLORADOS (RICE&RED BNS)",142,3.96,23.74,2.6,0.15,15.0,370.0,1.193
6648,20654,"PASTA,GLUTEN-FREE,BROWN RICE FLR,CKD,TINKYADA",138,3.46,32.2,1.7,0.0,5.0,4.0,0.7989999999999999
7110,22999,"RICE & VERMICELLI MIX,CHICK FLAVOR,PREP W/ 80% MARGARINE",136,2.65,23.54,0.7,0.64,7.0,377.0,2.167
8744,43479,"ALCOHOLIC BEV,RICE (SAKE)",134,0.5,5.0,0.0,0.0,5.0,2.0,0.0
6626,20545,"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",130,2.69,28.17,0.4,0.05,10.0,382.0,0.16499999999999998
6511,20045,"RICE,WHITE,LONG-GRAIN,REG,ENR,CKD",130,2.69,28.17,0.4,0.05,10.0,1.0,0.16499999999999998
6619,20453,"RICE,WHITE,SHORT-GRAIN,CKD,UNENR",130,2.36,28.73,,,1.0,0.0,0.109
6617,20451,"RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR",130,2.38,28.59,,,3.0,0.0,0.122
6613,20445,"RICE,WHITE,LONG-GRAIN,REG,UNENR,CKD WO/ SALT",130,2.69,28.17,0.4,0.05,10.0,1.0,0.16499999999999998
6519,20053,"RICE,WHITE,SHORT-GRAIN,ENR,CKD",130,2.36,28.73,,,1.0,0.0,0.109
6517,20051,"RICE,WHITE,MEDIUM-GRAIN,ENR,CKD",130,2.38,28.59,0.3,,3.0,0.0,0.122
6605,20345,"RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT",130,2.69,28.17,0.4,0.05,10.0,382.0,0.16499999999999998
8234,32001,"RICE & VERMICELLI MIX,BF FLAVOR,PREP W/ 80% MARGARINE",129,2.82,22.03,0.6,,10.0,364.0,1.8079999999999998
7072,22958,"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",126,5.65,22.46,0.7,4.07,13.0,333.0,0.8300000000000001
8254,32021,"SPANISH RICE MIX,DRY MIX,PREP (WITH CANOLA/VEGETABLE OIL BLE",125,3.27,22.74,1.5,1.79,18.0,349.0,1.221
6515,20049,"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",124,2.18,26.76,0.6,0.0,8.0,4.0,0.091
6513,20047,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",123,2.91,26.05,0.9,0.11,19.0,2.0,0.148
6615,20447,"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD",123,2.91,26.05,0.9,0.11,19.0,2.0,0.148
6505,20037,"RICE,BROWN,LONG-GRAIN,CKD",123,2.74,25.58,1.6,0.24,3.0,4.0,0.629
6218,19195,"PUDDINGS,RICE,DRY MIX,PREP W/ WHL MILK",121,3.25,20.68,0.1,,103.0,108.0,2.449
515,3696,"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",115,3.9,17.1,,,291.0,49.0,
6508,20041,"RICE,BROWN,MEDIUM-GRAIN,CKD",112,2.32,23.51,1.8,,10.0,1.0,0.46499999999999997
6228,19208,"PUDDINGS,RICE,DRY MIX,PREP W/ 2% MILK",111,3.29,20.81,0.1,,105.0,109.0,1.408
6583,20134,"RICE NOODLES,CKD",108,1.79,24.01,1.0,0.03,4.0,19.0,0.049
6216,19193,"PUDDINGS, RICE, READY-TO-EAT",108,3.23,18.39,0.3,11.59,95.0,97.0,1.764
6550,20089,"WILD RICE,COOKED",101,3.99,21.34,1.8,0.73,3.0,3.0,0.099
6521,20055,"RICE,WHITE,GLUTINOUS,UNENR,CKD",97,2.02,21.09,1.0,0.05,2.0,5.0,0.10900000000000001
1253,6063,"SOUP,TOMATO RICE,CND,COND",93,1.64,17.08,1.3,5.9,18.0,635.0,0.87
1403,6351,"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND",87,0.79,18.25,0.8,7.94,0.0,611.0,0.397
518,3712,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",86,3.57,10.49,0.1,6.13,156.0,47.0,2.624
514,3694,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",85,3.45,10.31,0.0,4.87,168.0,42.0,2.639
345,3049,"BABYFOOD,DINNER,BF&RICE,TODD",82,5.0,8.8,,0.0,11.0,32.0,
454,3195,"BABYFOOD,CRL,RICE,W/ APPLSAUC & BANANAS,STR",80,1.2,17.1,1.0,2.24,17.0,4.0,0.218
8619,42278,"BABYFOOD,VEG&BROWN RICE,STR",69,1.9,12.1,1.1,2.39,14.0,14.0,1.1099999999999999
1222,6023,"SOUP,CHICK W/ RICE,CND,COND",68,1.84,11.57,0.9,0.23,41.0,645.0,1.1099999999999999
1369,6309,"CAMPBELL'S,CHICK W/ RICE SOUP,COND",68,1.84,11.28,0.9,0.23,41.0,645.0,1.21
8620,42279,"BABYFOOD,PEAS&BROWN RICE",64,3.4,11.49,2.5,2.89,14.0,6.0,0.28
500,3296,"BABYFOOD,TURKEY,RICE&VEG,TODD",60,3.8,7.5,0.8,1.12,11.0,183.0,1.0550000000000002
1426,6389,"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP",57,3.27,9.8,0.8,2.04,8.0,363.0,
499,3293,"BABYFOOD,PLUMS,BANANAS&RICE,STR",57,1.1,12.7,1.3,9.3,3.0,0.0,0.18
368,3083,"BABYFOOD,DINNER,TURKEY & RICE,JR",56,2.37,9.57,1.0,1.25,24.0,23.0,0.5429999999999999
1221,6022,"SOUP,CHICK RICE,CND,CHUNKY,RTS",53,5.11,5.41,0.4,0.6,14.0,370.0,1.0
1431,6396,"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP",53,2.86,9.39,0.8,2.86,8.0,347.0,
1871,8168,"CEREALS,CREAM OF RICE,CKD W/ H2O,W/ SALT",52,0.9,11.5,0.1,0.04,1.0,173.0,0.051000000000000004
367,3082,"BABYFOOD,DINNER,TURKEY&RICE,STR",52,2.27,7.94,0.9,1.66,18.0,19.0,0.784
1837,8101,"CEREALS,CRM OF RICE,CKD W/H2O,WO/SALT",52,0.9,11.4,0.1,0.04,1.0,1.0,0.057999999999999996
8639,43008,"BABYFOOD,DINNER,CHICK&RICE",51,1.6,9.2,1.1,0.55,18.0,25.0,0.603
4471,14639,"BEVERAGES,RICE MILK,UNSWTND",47,0.28,9.17,0.3,5.28,118.0,39.0,0.625
1481,6463,"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",47,0.82,8.54,0.7,2.95,11.0,319.0,0.435
1228,6029,"CAMPBELL'S,HEALTHY REQUEST,CHICK W/ RICE,COND",46,1.59,7.19,0.8,0.79,0.0,325.0,0.794
1463,6439,"CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP",45,2.86,7.35,0.8,0.41,8.0,331.0,
1512,6548,CAMPBELL'S HOMESTYLE CHICK W/ WHITE & WILD RICE SOUP,41,2.45,6.94,0.4,1.22,8.0,322.0,
1373,6315,"SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND",37,2.53,5.71,0.8,0.37,15.0,181.0,0.4
1498,6502,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",30,0.82,5.71,0.4,0.41,8.0,327.0,
1452,6423,"SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O",24,1.45,2.92,0.3,0.08,9.0,238.0,0.5549999999999999
